content,score,reviewCreatedVersion,at
"Selama ini saya blm pernah menggunakan gojek transportasi, ternyata selain murah dan memudahkan kita cepat sampai tujuan dengan keamanan terjamin karena kendaraan dan pengemudinya terdaftar di aplikasi, jadi jangan takut lagi menggunakan gojek 👌👌",5,5.9.1,2025-02-06 23:22:00
"Kebantu banget dalam segala hal.aq hapus aplikasi lain2 hanya gojek di hati.tapi kenapa sih makin ksini gojek makin kayak ga butuh penumpang??? Tiap pagi anak2 saya sekolah ta' psenin gojek, selalu dapetnya 10menitan *seringnya. tolong dong jgn lempar jauh2 .kalo begini terus saya download aplikasi lain2 aja lah! Terus masalah titik, coba yah itu jgn ada kt2 titik di pesan instan! Krn titik suka bergeser dikit2..sesuai jaringan per detik itu.padahal itu alamat ga berubah samsek dari taunan lalu",3,5.9.1,2025-02-06 23:21:58
Oke,5,5.1.1,2025-02-06 22:39:58
mantap,5,5.8.1,2025-02-06 22:35:59
"Baik dan sopan,sabar",5,5.9.1,2025-02-06 22:00:35
👍👍👍,5,5.6.1,2025-02-06 21:08:01
Bagus,5,5.8.1,2025-02-06 19:18:28
bagus bangat sangat membantu masyarakat indonesia mengurangi pengangguran dam kriminal dll,5,5.8.1,2025-02-06 19:12:51
Drivernya sopan dan ramah,5,5.9.1,2025-02-06 18:43:11
Memuaskan,5,4.84.1,2025-02-06 17:51:40
Sagat2 membantu apalagi kallau lagi terburu2,5,5.9.1,2025-02-06 17:33:57
Good👍,5,5.9.1,2025-02-06 17:24:12
aplikasinya bagus bagus aja sih sebenarnya ya. Cuman iklannya cukup menggangu apalagi pas buka aplikasi lain eh malah ikaln ini yang muncul tolong ya di perbaiki lagi,3,5.9.1,2025-02-06 16:32:09
"Pesan Gofood di perbaiki agar mudah batalin order bagi customer dan juga driver,gk sengaja order gk bisa batalin terpaksa bayar jadi ya gk mau beli.tolong gofood ya dipermudah batalin order gofood jika salah pesan/salah alamat jadi mudah.",3,4.92.1,2025-02-06 16:04:31
Ok,5,5.9.1,2025-02-06 15:57:08
👍,1,4.52.2,2025-02-06 15:56:16
Aplikasikali sangat mempersulit untuk blik tiket kreta setelah ini saya sudah tidak mau blik lagi tiket kreta digojek bener2 tidak direkomendasikan saya sangat tidak suka padahal saya penguna stia gojek setelah ini saya benar tindakan bli lagi tikreta digojek,1,5.9.1,2025-02-06 15:47:28
Mantap,5,5.6.1,2025-02-06 15:45:10
"Sangat cepat dan memuaskan, kurir ramah dan sopan👍",5,5.8.1,2025-02-06 15:32:27
"Aplikasi gblok, gangguan mulu orang mao naek transportasi",1,5.9.1,2025-02-06 15:27:56
Keren,5,5.9.1,2025-02-06 15:24:37
TOP,5,5.7.2,2025-02-06 15:15:07
Oke,5,5.9.1,2025-02-06 14:55:15
Good,5,5.9.1,2025-02-06 14:26:37
Sangat membantu dengan ada nya gojek klau ada berkas ketinggal bisa di antar ke kantor,5,5.3.1,2025-02-06 14:24:59
Sangat membantu,5,5.8.1,2025-02-06 14:16:35
"Sangat membantu kl malem2 laper ada go food dan bang gojek yg baik hati,, sehat sllu pejuang rupiah",5,5.9.1,2025-02-06 14:08:24
"Aplikasi gofood nya paling mengecewakan. Ada bbrp alasan : 1. Pas pesen makan, gkbisa chat restonya. Kecuali restonya chat dluan 2. Estimasi pengantaran 50-60 menit. Tp di menit 26-36 menit g jalan2. 3. Pas 10 menit kemudian kubika lagi. Tulisanya masih 26-36 menit sampe. Jd itu waktu kek g jalan 4. Mau dibatalin kaga bisa.Krn katanya resto masih menyiapkan Estimasi 50-60 menit, itu udh 75menit tp g jalan2 di menit 26-36 5. Minta bantuan di chat cs nya jawaban boot.Gakbisa diketik,g ada solusi",1,5.9.1,2025-02-06 14:03:46
Memudahkan kebutuhan saat lapar malam2,5,5.8.1,2025-02-06 13:59:51
Mantap layanan dan selalu mendapatkan promo menarik. Terima kasih,5,5.9.1,2025-02-06 13:37:40
Nyaman,5,5.8.1,2025-02-06 13:20:12
Sangat membantu dan mudah pengoperasiannya. Juga pelayanan yg baik,5,5.9.1,2025-02-06 13:07:28
"Pesanan sampai tepat waktu, ok lah pokokonya",5,5.5.1,2025-02-06 13:06:54
Not helpfull at all when facing a problem,1,5.9.1,2025-02-06 13:04:40
"Buruk, mau cancel pesanan untuk ubah metode pembayaran saja tdk bisa👊👊👊",1,5.9.1,2025-02-06 12:55:44
"sering susah dapet driver, aneh. dibenerin lg itu.",1,5.6.1,2025-02-06 12:38:31
"hadeh, aplikasi sudah bagus, saya pesan perjalanan klatakan-tanggul, sempet di terima sm drivernya lalu 3 mnt setelahnya hilang, mungkin di cancel dr drivernya, males bgt klo uda begitu pdhl bayar ga gratis, nama drivernya muhamad zaini, kecewa aja si klo ada fitur cancel gt wkwk",1,5.8.1,2025-02-06 12:31:59
Ok,5,5.8.1,2025-02-06 12:28:23
Okelah,5,5.8.1,2025-02-06 12:24:28
sangat membantu dalam bepergian jauh maupun dekat,5,5.9.1,2025-02-06 12:20:15
"aplikasi yg keren banget di pakai di kala lagi males ngapa-ngapain di rumah, cuman kendalanya sedikit biasanya masalah jaringan aja",5,5.3.1,2025-02-06 12:02:42
Mantap pokonya,5,5.9.1,2025-02-06 11:56:29
Saya ingatkan ya teman-teman jangan langganan gojek plus gak ada untung untungnya sama sekali,1,5.7.2,2025-02-06 11:39:58
Kenapa sih chat suka ga bisa di buka. Udh di pencet chat nya ga mau masuk ke room chat! Sebel banget! Mau balas chat driver jd ga bisa!,3,5.9.1,2025-02-06 11:36:11
"kacau banget sekarang sistem nya, saya sudah menunggu pesanan go food hampir satu jam tapi benar-benar tidak bisa dibatalkan dgn alasan driver sdh otw, namun saat saya cek status pesanan, masih belum dapat driver. Kalau seperti ini bisa merugikan kedua belah pihak, Go-jek.",2,5.9.1,2025-02-06 11:35:18
Ok,5,5.9.1,2025-02-06 11:34:10
Good,5,5.9.1,2025-02-06 11:31:31
Top,5,5.9.1,2025-02-06 11:14:07
Alhamdulillah dengan Adanya Aplikasi Gojek.. kemana mana makin mudah,5,5.8.1,2025-02-06 11:10:48
Bbrp kali pake jasa gosend selalu ok,5,5.8.1,2025-02-06 10:43:55
baguss,5,5.6.1,2025-02-06 10:28:48
Senang,5,5.9.1,2025-02-06 10:28:03
tak bisa di butuhkn aplikasi ny,1,5.9.1,2025-02-06 10:24:16
Sangat membantu mobilitas terutama di Bali yang tidak banyak jasa angkutan umum,5,5.9.1,2025-02-06 10:20:57
Pelayanan bagus,5,5.9.1,2025-02-06 10:12:22
busuk banget gadpet driver,1,5.9.1,2025-02-06 10:08:08
Mantap,5,5.8.1,2025-02-06 10:01:33
Maps akurat,4,5.9.1,2025-02-06 09:19:56
Maps nya diperbaiki kasian driver nya mutar mutar padahal ada jalan yg dekat dan itu masuk google maps tolong di update jangan menyusahkan driver kasian para driver yg menjemput dan mengantar makanan,1,5.9.1,2025-02-06 09:09:24
Bisa gk klu driver yg sudah kaya gk niat kerja di buang saja jadi gk bikin kesal penumpang orang titik jemput yg bikin kan juga gojek masalah gk sesuai kan penumpang gk tau di kasih alamat yg akurat malah gk mau nyari udah nunggu lama minta di cancle orang sampai kepanasan hampir mati gara gara driver gojek nunggu sapek ber jam jam padahal cuma jarak 3mnt,1,5.9.1,2025-02-06 08:47:03
semua gojek yg pernah sy naik baik semua👍,5,5.9.1,2025-02-06 08:36:53
good,5,5.9.1,2025-02-06 08:30:04
Aplikasi nya sangat bagus,5,5.9.1,2025-02-06 08:24:55
"Gofood dibenerin, pesan makanan ke resto, resto bilang gaada makanannya dipaksa ganti gabisa dicancel dari apk apaan. harusnya resto bisa cancel orderan kalau emang mereka gapunya makanan yg dipesen.",1,5.8.1,2025-02-06 08:19:54
"aplikasi yang coba jaga citra, mitra driver gak beres dipertahanin bahkan review jujur jelek dihapusin, giliran costumer direview jelek aja dibuat susah cari mitra, minimal diperiksa dulu tuh kejiwaan mitra",1,5.9.1,2025-02-06 08:17:45
Mantap,5,5.7.2,2025-02-06 08:04:28
Parah....parah....gopay pinjam sudah lunas mau pinjam lagi tidak bisa parah bener gojek sekarang,1,5.9.1,2025-02-06 07:37:35
mantap banget sejauh ini ketemu driver yang baik baik terus,5,5.9.1,2025-02-06 07:35:11
"Saya mengadu tentang trf qriss. Kenapa akun saya tidak bisa buat trf qriss, katanya akun di nonaktifkan. Saya chat gojek tidak ada solusinya. Gimana caranya biar aktif ? Padahal akun saya gak pernah di buat macam2 dan akun saya belum lama buatnya.",3,5.8.1,2025-02-06 07:34:04
Bagus,5,5.8.1,2025-02-06 07:03:30
Aplikasi sangat membantu,5,5.9.1,2025-02-06 07:00:33
Goods ¥,5,5.3.1,2025-02-06 06:57:44
Nyaman dalam perjalanan,5,5.9.1,2025-02-06 06:56:43
Mantap,5,5.9.1,2025-02-06 06:46:33
Keren,5,5.8.1,2025-02-06 06:33:42
Sangat puas memudahkan perjalanan,5,5.9.1,2025-02-06 06:25:42
Tolong dong gojek untuk driver² yg sesuka jidatnya saja cancel orderan tolong dikasih dong kita untuk memberi mereka nilai. Saya sudah tunggu hampir setengah jam eh seenaknya mereka ngomong cancel. Bukan orderan fiktif loh. Kalau sudah ada perbaikan ntar ditambahin bintangnya. Ini lagi malah lokasinya ngebug. Ga jelas udah lama² ini aplikasi,1,4.84.1,2025-02-06 06:24:40
Memudahkan,5,5.8.1,2025-02-06 06:01:42
"Wei kenapa saldo gopay ku suka bekurang ribuan, walaupun cuma ribuan kalau terus2 ya jdi banyak, enak kali kalian",1,5.6.1,2025-02-06 06:00:43
Aplikasi yang sangat mudah untuk di gunakan saat perjalanan.🙏,5,5.9.1,2025-02-06 05:57:03
"Banyak diskon, jd ane update lagi apps nya",5,5.8.1,2025-02-06 05:49:20
Solusi untuk pergi kalo pas di rumah tidak ada kendaraan....hihi...makasih gojek,5,5.9.1,2025-02-06 05:35:56
Cepet penjemputan drvernya juga Ramah,5,5.9.1,2025-02-06 05:25:22
Gojek is the best,5,5.7.2,2025-02-06 05:11:12
Bagus dan baik,5,5.9.1,2025-02-06 04:37:36
"Jelek, aplikasi ga guna, gabisa buka chat dan telpon",1,5.9.1,2025-02-06 04:37:01
bagus,5,5.8.1,2025-02-06 04:12:17
Trimakasih yaa pak,5,5.8.1,2025-02-06 04:10:53
Driver baik dan ramah,5,5.7.2,2025-02-06 04:10:10
Mantaaapp,5,5.9.1,2025-02-06 03:55:55
Dua bulan lebih gopaylater ga bisa dipake.. di review kaga ada kejelasan..pret llah..uninstall aja..ga guna lah,1,5.6.1,2025-02-06 03:46:40
jadilah driver yg baik benar2 menjaga kenyamanan penumpang dan bagi penumpang jangan mentang2 bayar suka semena2 sm driver.hargai usahanya saat bertangung jawab mengantar anda.,5,5.0.1,2025-02-06 03:24:40
Aplikasi yg sangat membatu sekali. Trm ksh banyak..,5,5.8.1,2025-02-06 03:19:45
Mantap,5,5.2.1,2025-02-06 03:18:00
Terbaik,5,5.5.1,2025-02-06 03:14:27
Ok,4,5.9.1,2025-02-06 03:14:12
Mantab,5,5.6.1,2025-02-06 03:06:39
bermanfaat,5,5.9.1,2025-02-06 03:02:18
"Padahal sudah pelunasan untuk gopinjam nya. Tidak ada telat sedikit pun. Mau pinjam lagi di tolak. Yang benar aja, ga kompeten.",1,5.9.1,2025-02-06 02:54:30
Suka banget,5,5.9.1,2025-02-06 02:46:11
Gercep good,5,5.9.1,2025-02-06 02:42:52
Ok,5,4.87.3,2025-02-06 02:33:09
"Penentuan lokasi untuk jemput passenger dr driver akurat,mantap.",5,5.9.1,2025-02-06 02:18:24
Good job✨,5,5.9.1,2025-02-06 02:02:13
Selalu puas dengan layanan,5,4.93.1,2025-02-06 01:54:03
"Sangat membantu sekali, Thx GoJek",5,5.8.1,2025-02-06 01:26:34
"Kl pesen go car susah ga ada yg mau mau jarak jauh dekat, berkali2 dicancel supirnya, harga yg tentuin dr aplikasi, discpun langsung terpasang otomatis, males nunggunya lamaaaaaaaaaa",3,4.24.2,2025-02-06 01:25:26
Ok,5,5.9.1,2025-02-06 01:18:39
Sangat membantu untuk transportasi terutama jalur puncak,5,5.7.2,2025-02-06 00:47:59
Amazingg...sangat puas memakai aplikasi ini,5,4.94.2,2025-02-06 00:39:05
drivernya ga niat kerja semua,1,5.9.1,2025-02-06 00:29:53
"BACA NIH BUAT KALIAN CUSTOMER, LEBIH BIJAK LAH DALAM MENGGUNAKAN APLIKASI GO-JEK . KALO DI CHAT YA BALAS, KALO TIDAK JADI ORDER NAMUN TERLANJUR SUDAH ORDER KONFIRMASI LAH KE DRIVER. JANGAN ANGKUH. ANDA SOPAN KAMI SEGAN. MEMANUSIAKAN MANUSIA",4,5.8.1,2025-02-06 00:25:18
Mantap,5,5.9.1,2025-02-06 00:16:18
Oke,5,5.8.1,2025-02-05 23:32:49
"apk gajelas ujan ngga,gak mau nerima orderan aneh",1,5.9.1,2025-02-05 23:16:43
Ok,3,5.9.1,2025-02-05 23:02:25
Diskon terus asyik,5,5.9.1,2025-02-05 23:02:14
Bagus sekali aplikasinya,5,5.8.1,2025-02-05 22:15:13
sangat membantu,5,5.8.1,2025-02-05 21:48:20
Good,5,5.8.1,2025-02-05 21:35:36
Pengiriman jadi gampang,5,5.9.1,2025-02-05 21:14:54
sanggat baik dalam pelayanan,5,5.6.1,2025-02-05 20:51:40
mantap,5,5.7.2,2025-02-05 20:40:26
"Markup harga makanan gak kira-kira, potongan ke driver gak ngotak. Rakus dimakan sendiri. Calo online",1,5.8.1,2025-02-05 20:33:03
App buruk,1,5.9.1,2025-02-05 20:17:26
baikk dan juga ramahh,5,5.8.1,2025-02-05 20:06:44
Membantu banget,5,5.8.1,2025-02-05 19:17:02
😁,5,5.9.1,2025-02-05 18:36:54
Apk apa an ini...saya suarakan pendapatan driver makin besar potongan,1,5.8.1,2025-02-05 18:20:22
"5 thn pake gojek terus, tapi ahkir""ini sering ga jelass, sory klo bintang 1",1,5.8.1,2025-02-05 18:07:16
Oke,5,5.9.1,2025-02-05 18:06:34
"Kadang aplikasi nya suka eror sendiri,khususnya goofood tolong di perbaiki..terima kasih",4,5.9.1,2025-02-05 17:30:31
Bagus,5,5.9.1,2025-02-05 17:28:15
oke,5,5.8.1,2025-02-05 17:17:10
"sekedar saran saja, jujur saya cukup sering untuk gofood. namun sedikit saran, terkait pick up driver, pada jam malam selalu saja driver mendiamkan pesanan, saya hubungi tidak ada respon jawaban. kalau bisa diberi tenggat waktu untuk driver merespon terlebih dahulu, dan beri tenggat waktu jika delay terlalu lama segera cancel dan cari driver lain. cukup mengganggu apalagi jika di jam malam dengan kondisi lapar.",3,4.87.3,2025-02-05 16:16:09
Aplikasi sangat membantu trima kasih layanan juga okay.😇🥰,5,5.9.1,2025-02-05 16:10:58
Ramah sekali bpk nya👍👍👍,5,5.9.1,2025-02-05 16:01:00
Keren,5,5.8.1,2025-02-05 15:56:02
"Memberikan solusi yg mudah mencari kendaraan untuk perjalanan,serta bisa juga dengan mencari kuliner dan bisa di antar sampai tujuan,semoga Gojek sukses slalu🤗🙏",5,5.9.1,2025-02-05 15:51:46
Perjalanan lancar tanpa kendala,5,5.8.1,2025-02-05 15:49:00
Mantap,5,4.99.1,2025-02-05 15:42:10
"Gojek adalah aplikasi yg bagus yg menawarkan untuk gopay pinjam tapi tolong diperbaiki sistem untuk DC nya, contoh pinjol lain yg sdah terdaftar OJK, jgn karena baru telat sehari bayarnya tapi sdah telpon2 ke kantor, karena sdah jelas tertera denda juga jadinkasih kesempatan buat melunasi setidaknya kurang lbih seminggu jgn baru sehari sdah main telpon ke kantor",1,5.9.1,2025-02-05 15:40:29
"Mantab, motor aku mogok hari ini. Untung ada Gojek. Terimakasih Gojek",5,5.8.1,2025-02-05 15:36:34
Ada kemajuan.sering2 ya promonya,4,5.9.1,2025-02-05 15:13:47
pelayanan sopir nya sangat buruk saya memesan gocar di katain sopir orderan. fiktif kecewa,1,5.8.1,2025-02-05 15:05:16
"Noted, buat go food nya ok, cuma yg go car nya mau di tingkatkan lagi",5,5.8.1,2025-02-05 14:56:16
👍,5,5.8.1,2025-02-05 14:49:22
3x transaksi tf ke dana ga masuk d email chat cs masih sama saya akan kembali lg kesini kalo transaksi berhasil,1,5.4.1,2025-02-05 14:46:31
KECEWA SIHHH!! udh pesen gofood dgn bayar lebih (express) tp malah ttp lamaaaaaa bahkan telatt sampe pesanan dtg 1 jam lebih. Pahadal jarak dari tempat jualannya gak jauhhhhhh ga sampe 3km heduhhhhhhh gimana sih kecewaaaaaaaaaa,1,5.9.1,2025-02-05 14:37:34
Saya penguna layanan gofood saya bayar argo reguler tertera 11.000 dilayanan reguler Tapi KENPA yg diterima driver ONGKOS 5000/hemat dengan segala dramanya lagi tuh driver ACENG. Kalian kan perusahaan swasta kenpa ikut KORUP kaya pegawai negri dikonoha ini . mana lama lagi estimasi pengantarannya,1,4.89.1,2025-02-05 14:33:33
Sukses gojek,5,5.8.1,2025-02-05 14:30:33
Memuaskan,5,5.8.1,2025-02-05 14:29:16
Bagus,5,5.9.1,2025-02-05 13:49:46
Gopay later diblokir pelitnye,1,5.8.1,2025-02-05 13:41:39
Keren,5,5.8.1,2025-02-05 13:38:45
Ok,5,5.8.1,2025-02-05 13:13:55
"Aplikasinya ok nggak bikin ribet, serba gampang dan murah",5,5.1.2,2025-02-05 12:55:31
Sungguh terpercaya,5,5.8.1,2025-02-05 12:53:47
Kebijakan tidak jelas,1,5.9.1,2025-02-05 12:31:02
"Kenapa sih gak bisa chat resto????? Kan susah kalo kita lupa isi catatan pesanan, BUKAN MAU GANTI MENU, cmn mau infoin resto ayamnya bagian apaa, nunggu chat sama driver keburu makanan nya udh di masak resto!!!!!! Alhasil makanan gk di makan, buang2 uang aja!!!!",1,4.92.1,2025-02-05 12:29:24
Jarak jemput jangan jauh jauh. Kasian kita mau order. Driver dapetnya jauh banget 5 kiloan,4,5.8.1,2025-02-05 12:27:37
Menolong,5,5.9.1,2025-02-05 12:26:41
"Saya pelanggan gojek udh lama sering PP pake gojek,makan pake gofood ,kalo bisa ya minta tolong di foodnya buat yg udh sering langganan go plus itu banyakin promonya, soale aku sehari 3x makan pake gofood. Buat yg udh goplus gitu prioritasin jg ke driver bahwa aku customer prioritas.",5,5.8.1,2025-02-05 12:22:42
Mantappppp,5,5.8.1,2025-02-05 12:05:42
Sangat membantu,5,5.9.1,2025-02-05 12:04:18
Ok,1,5.8.1,2025-02-05 11:48:57
Satset bersama gojek,5,5.9.1,2025-02-05 11:41:05
Sangat membantu,5,5.9.1,2025-02-05 11:37:36
Mantap senang pake gojek,3,5.8.1,2025-02-05 11:36:25
Memuaskan,5,2.20.0,2025-02-05 11:33:27
Baik,5,4.93.1,2025-02-05 11:22:35
Kacauuuu lah,1,5.6.1,2025-02-05 11:12:14
Keren pke gojek,5,5.8.1,2025-02-05 11:11:36
"Aplikasi yang sangat bagus dan membantu sekali, semoga lebih ditingkatkan lagi dan lebih banyak lagi promonya.",5,5.9.1,2025-02-05 11:04:50
sangat membantu,5,5.8.1,2025-02-05 10:54:51
Pakai gojek memang menyenangkan. Semua bisa teratasi dengan cepat,5,5.8.1,2025-02-05 10:47:23
INI APLIKASI SUDAH BANGRUT YA. TIDAK ADA LAGI VOCER FOOD NYA.,1,4.93.1,2025-02-05 10:40:03
Aplikasi yg memudahkan seseorang yang butuh kendaraan kapan pun dan dimana pun,5,5.7.2,2025-02-05 09:56:55
Ga ngotak bikin iklan,1,5.8.1,2025-02-05 09:55:44
Jos,5,5.9.1,2025-02-05 09:44:32
mantap driver ramah semoga lancar rejekinya,5,5.8.1,2025-02-05 09:43:47
Sangat membantu,5,5.8.1,2025-02-05 09:38:47
Puas,5,5.9.1,2025-02-05 09:33:49
Sangat membantu👌,5,5.9.1,2025-02-05 09:23:06
sangat membantu..,5,5.8.1,2025-02-05 09:21:45
"CS gojek di aplikasi tidak membantu, CS hanya berupa sistem. Tidak memberikan solusi.",1,5.8.1,2025-02-05 09:11:54
Sangat membantu,5,5.7.2,2025-02-05 09:09:01
Driver ramah,5,5.8.1,2025-02-05 09:01:37
mantabs,5,5.6.1,2025-02-05 08:59:38
Bagus bnget.,5,5.8.1,2025-02-05 08:50:06
okelah,5,5.8.1,2025-02-05 08:32:23
Cepet.aman.terbantu adanya gojek.makasih gojek,5,5.8.1,2025-02-05 08:32:23
pokoknya top selalu,5,5.8.1,2025-02-05 08:23:31
Lumayan buat sehari hari,5,5.8.1,2025-02-05 08:22:15
Suka ok gojek terutama Gocar slu bnyak diskon..drivernya ramah ramah,5,5.8.1,2025-02-05 08:21:41
Susah cari goride sama gocar,1,5.8.1,2025-02-05 08:17:33
Good,5,5.8.1,2025-02-05 08:11:05
Lumayan,3,5.7.2,2025-02-05 08:01:40
Mobilnya bersih sopir nya ramah,5,5.4.1,2025-02-05 07:56:21
Data saya di curi pihak ke tiga mohon di putuskan,3,5.8.1,2025-02-05 07:53:01
Bagus,5,4.94.2,2025-02-05 07:29:25
"kalau bikin order gabungan gofood yang halus, jangan hanya pengantaran express aja yang dikasih keterangan ""driver hanya antar pesananmu"", kasih keterangan pengataran reguler ""kemungkinan driver antar pesanan yang lain"". biar kita customer gak salah paham ke driver tolong di evaluasi",1,5.9.1,2025-02-05 07:16:40
Saya nyari dari kampung ke kota susah driver nya alasan lagi rame bokingan..,4,5.8.1,2025-02-05 07:14:34
Terima kasih,5,5.9.1,2025-02-05 07:14:23
"Aplikasi nya bagus cuman di sayangkan masih banyak driver gojek ketika di jalan masih ada yang rokok padahal kalau asap rokok kena mata orang bisa menyebabkan kecelakaan sendiri, mohon lebih tegas lagi kepada driver gojek yang masih suka rokok di jalan selain asap rokok, kadang juga masih ada beneran driver gojek yang suka lawan dan juga untuk customer yang menggangap driver gojek itu seperti ojek pribadi harusnya juga ada dapat sanksi dari pihak gojek sendiri 🙏",4,5.9.1,2025-02-05 06:55:37
Sangat membantu saya untuk bepergian dari rumah,5,5.8.1,2025-02-05 06:39:17
Ok,5,4.9.3,2025-02-05 06:36:19
Mantap,4,5.9.1,2025-02-05 06:32:39
Mantap,5,5.8.1,2025-02-05 06:03:06
Mengecewakan,1,5.9.1,2025-02-05 05:57:51
mantap,5,5.8.1,2025-02-05 05:48:50
Gopay later tiba tiba diblokir harus upgrade ke gopay plus padahal udh,3,4.81.1,2025-02-05 05:46:20
Cuman aplikasi gojek yg ada. Di hp awak jadi gojek ssendiri la pemenangnya .... Kebetulan sih,5,5.8.1,2025-02-05 05:41:19
"Sejauh ini senang pakai aplikasi ini, untuk bayar ini itu & transfer sgt membantu. oh,y diskon besar gofoodnya klo bisa jgn cuma untuk pembayaran tertentu saja, tp cash dan pembayaran seperti Gopay diberikan potongan besar jg. atau ada diskon khusus akun yang sudah lama (loyalty customer) terima kasih.",5,5.9.1,2025-02-05 05:40:28
Banyak promo,5,5.5.1,2025-02-05 05:37:54
Membantu utk perjalanan darurat,5,5.8.1,2025-02-05 05:34:46
"Lebih suka pakai gocar daripada setir sendiri, sampai tujuan masih fresh , cape setir ditengah kemacetan",5,5.9.1,2025-02-05 05:30:23
membantu sekali..,5,5.9.1,2025-02-05 05:27:32
"Kenapa yaa saya suda topup gopay saldonya ngak masuk"" padahal udah kepotong di m-bnking saya,trus siapa yg mau tnggung jawab klo begini?",3,5.8.1,2025-02-05 05:17:59
Bagus,5,5.9.1,2025-02-05 05:08:47
Terbaik👍👍👍,5,4.99.1,2025-02-05 05:07:03
Good apk 🙏🙏🙏,5,5.8.1,2025-02-05 05:03:34
"Suka banget, dan sangat membantu",5,5.8.1,2025-02-05 04:54:30
Ok,5,3.53.1,2025-02-05 04:46:48
Tolong SLOT dan Aceng D Hapus !!!!!!!! Orderan jadi hancur,4,5.8.1,2025-02-05 04:42:18
Gojek sangat bagus,5,5.8.1,2025-02-05 04:42:03
drivernya baik,5,5.8.1,2025-02-05 04:41:15
mantap,5,5.9.1,2025-02-05 04:41:11
Ok,5,5.7.2,2025-02-05 04:38:28
sangat tidak nyaman .. di daerah saya banyak driver tapi gada yg mau merespon pesanan saya,5,5.9.1,2025-02-05 04:37:29
Banyak promo,5,5.9.1,2025-02-05 04:34:51
Mantap,5,5.8.1,2025-02-05 04:29:33
Gojek gmna sih cara nya ganti nomer. Nomer q yg lama trdftr d akun gojek gopay dh lama mati skrg mau aq buka lg akun yg lama mau aq pake lg krna ktp q sdh trdftr. Kk susah ya gagal trs solusinya dong,4,5.8.1,2025-02-05 04:28:05
Nice,5,5.5.1,2025-02-05 04:27:04
Oke banget deh 👍👍👍👍👍,5,5.8.1,2025-02-05 04:17:41
Bagus sangat membantu,5,5.9.1,2025-02-05 04:12:21
Orderan di restoran gak bunyi jadi mirip sopi sekarang,1,4.99.1,2025-02-05 04:12:10
